Date,Price,Open,High,Low,Volume,Change %
5/16/2022,52944.65,53098.46,53098.46,52896.88,374.18,-0.29
5/13/2022,53100.21,52917.76,53100.21,52898.9,303.48,0.34
5/10/2022,48836.7,48879.74,48919.32,48818.2,135.52,-0.09
5/9/2022,49991.41,50045.83,50084.83,49988.28,200.92,-0.11
5/8/2022,50722.33,50582.3,50722.33,50556.7,148.81,0.28
5/7/2022,51586.5,51795.23,51807.97,51571.37,234.48,-0.4
5/5/2022,50835.95,50126.41,50835.95,50113.49,462.4,1.42
5/4/2022,46777.37,46687.85,46792.3,46675.8,257.4,0.19
5/1/2022,43476.75,43026.23,43476.75,42479.57,1240,1.05
4/29/2022,49638.94,48840.49,49638.94,48840.43,319.35,1.64
4/28/2022,48837.76,48571.75,48853.68,48571.75,759.65,0.55
4/27/2022,48571.75,48568.57,48620.21,48551.58,246.7,0.01
4/26/2022,48568.57,48543.36,48662.06,48540.73,464.73,0.02
4/25/2022,48558.91,48459.65,48562.2,48089.55,328.38,0.2
4/22/2022,48459.65,48236.08,48459.65,48229.1,342.14,0.49
4/21/2022,48223.86,48138.71,48223.86,48132.09,244.69,0.18
4/20/2022,48138.71,47545.86,48138.71,47503,349.48,1.25
4/19/2022,47545.86,47510.38,47551.72,47459.18,365.45,-0.03
4/14/2022,47558.45,47367.31,47600.37,47367.31,385.18,0.4
4/13/2022,47367.31,47205.03,47388.15,47188.1,391.89,0.34
4/11/2022,44269.18,44236.7,44275.32,44171.5,356.73,0.07
4/10/2022,48879.74,49035.07,49038.76,48865.47,173.46,-0.29
4/8/2022,50582.3,50594.97,50720.86,50372.55,130.44,-0.03
4/7/2022,51791.45,51829.67,51871.89,51713.99,194.08,-0.07
4/5/2022,50126.41,49640.3,50132.88,49636.44,669.27,0.98
4/4/2022,46687.85,46844.13,46844.13,46654.45,219.5,-0.33
4/3/2022,47268.61,47296.07,47298.15,47253.88,179.28,-0.06
4/2/2022,47279.92,47329.8,47329.8,47263.54,225.69,-0.11
4/1/2022,43026.23,42716.44,43052.31,42651.87,216.65,0.73
3/31/2022,46965.48,46904.48,46983.32,46832.26,256.02,0.13
3/30/2022,46904.48,46843.09,46916.17,46824.71,201.15,0.13
3/29/2022,46843.09,46893.86,46905.13,46831.85,214.32,-0.12
3/28/2022,46898.23,46958.95,46966.36,46754.39,359.89,-0.14
3/25/2022,46964.23,46958.68,46993.74,46957.13,177.09,0.01
3/24/2022,46961.62,47016.5,47017.08,46931.38,214.7,-0.43
3/23/2022,47163.94,47156.56,47167.97,47132.62,267.48,0.02
3/22/2022,47156.56,47251.93,47251.93,47125.55,303.46,-0.2
3/21/2022,47251.93,47282.67,47282.67,47196.55,213.56,-0.07
3/18/2022,47282.67,47353.22,47353.22,47221.34,599.49,-0.15
3/17/2022,47353.22,47364.46,47398.8,47338.91,239.73,-0.02
3/16/2022,47364.46,47340.86,47373.96,47338.48,145.83,0.05
3/15/2022,47340.86,47428.67,47431.39,47334.64,183.26,-0.19
3/14/2022,47428.67,47437.48,47466.61,47358.72,1280,-0.02
3/11/2022,44236.7,44283.02,44286.16,44209.17,215.11,-0.1
3/8/2022,50594.97,50626.04,50647.19,50242.94,121.16,-0.06
3/6/2022,52908.24,52815.78,52925.86,52803.19,280.87,0.13
3/3/2022,47296.07,47360.79,47404.02,47202.6,243.42,-0.14
3/2/2022,47329.8,46930.66,47335.63,46860.85,346.7,0.85
2/28/2022,47394.53,47328.42,47394.53,47328.42,300.62,0.14
2/25/2022,47328.42,47272.04,47378.54,47264.97,253.29,0.12
2/24/2022,47272.04,47207.27,47295.28,47207.27,340.66,0.14
2/23/2022,47207.27,47246.9,47265.69,47207.27,230.65,-0.08
2/22/2022,47246.9,47233.91,47282.44,47233.91,421.78,0.03
2/21/2022,47233.91,47140.48,47243.74,47139.8,421.36,0.2
2/18/2022,47140.48,47102.64,47142.51,47091.67,344.69,0.08
2/17/2022,47102.64,47109.25,47128.46,47074.78,357.74,-0.01
2/16/2022,47109.25,47064.82,47199.41,47051.36,318.25,0.09
2/15/2022,47064.82,47063.28,47107.99,47046.93,274.2,0
2/14/2022,47066.77,47202.3,47232.47,47011.74,338.02,-0.29
2/11/2022,44283.02,43745.73,44283.02,43626.57,155.41,1.23
2/9/2022,50045.83,49889.8,50056.3,49889.8,240.02,0.31
2/8/2022,50626.04,49950.32,50626.04,49950.32,129.16,1.35
2/6/2022,52840.14,52974.15,52989.45,52831.61,274.42,-0.25
2/3/2022,47360.79,47482.73,47486.15,47313.53,279.95,-0.26
2/2/2022,46930.66,47113.95,47131.29,46901.44,434.94,-0.38
1/31/2022,46624.67,46206.65,46628.34,46183.34,435.79,0.91
1/28/2022,46205.05,46009.23,46207.24,46009.23,313.44,0.43
1/27/2022,46009.23,46529.99,46769.16,46000.72,279.44,-1.12
1/26/2022,46529.99,45939.51,46905.63,45939.51,328.98,1.29
1/25/2022,45939.51,45928.27,45939.66,45898.24,247.68,0.02
1/24/2022,45928.27,45957.35,45966.26,45921.75,278.44,-0.06
1/21/2022,45957.35,45890.52,45957.35,45875.04,281.59,0.15
1/20/2022,45890.52,45430.14,45890.52,45395.57,355.91,1.01
1/19/2022,45430.14,44655.89,45430.4,44352.61,252.94,1.73
1/18/2022,44655.89,44402.39,44663.47,44401.63,235.23,0.58
1/17/2022,44399.66,44454.67,44768.94,44390.49,214.31,-0.12
1/14/2022,44454.67,44604.74,44614.64,44334.33,405.73,-0.34
1/13/2022,44604.74,44608.82,44621.66,44582.61,321.75,-0.01
1/11/2022,43745.73,43835.94,43968.82,43657.95,172.87,-0.21
1/9/2022,49889.88,49836.51,49934.2,49836.51,229.12,0.11
1/8/2022,49950.32,50370.25,50372.43,49886.94,176.05,-0.83
1/7/2022,51829.67,51817.59,51829.67,51769.02,127.03,0.02
1/6/2022,52974.15,52990.28,53045.12,52952.24,295.34,-1.24
1/4/2022,46842.86,46963.75,46973.78,46780.08,257.29,-0.26
1/3/2022,47482.73,47394.53,47613.7,47358.48,370.44,0.19
1/2/2022,47111.21,46630.13,47126.27,46626.42,341.5,1.04
12/31/2021,42716.44,41822.29,42725.8,41768.16,455.21,2.16
12/30/2021,41813.27,41807.1,41815.32,41753.53,359.96,0.01
12/29/2021,41807.1,42262.85,42295.21,41745.37,180.15,-1.08
12/24/2021,42262.85,42230.48,42269.66,42217.46,111.84,0.08
12/23/2021,42230.48,42244.22,42263.82,42207.99,211.08,-0.03
12/22/2021,42244.22,42388.57,42390.74,42240.71,224.02,-0.34
12/21/2021,42388.57,42391.31,42408.73,42377.62,275.93,-0.01
12/20/2021,42394.71,42353.31,42464.09,42351.93,142.07,0.1
12/17/2021,42353.31,42270.23,42404.62,42270.23,341.68,0.2
12/16/2021,42270.23,42357.36,42386.83,42262.85,249.43,-0.21
12/15/2021,42357.36,42317.52,42374.92,42294.66,226.18,0.09
12/14/2021,42317.52,42411.12,42411.12,42301.42,270.09,-0.22
12/13/2021,42411.12,41882.97,42582.94,41816.06,229.62,1.26
12/11/2021,43253.01,43549.28,43616.34,43247.79,314.85,-0.82
12/10/2021,40897.19,40714,40914.83,40714,563.88,0.45
12/8/2021,39490.06,39448.46,39582.3,39356.59,570.2,0.11
12/7/2021,37857.89,37994.19,37994.27,37852.03,187.24,-0.36
12/4/2021,38712.55,38866.39,38874.45,38712.55,194.02,-0.4
12/3/2021,38648.48,38697.17,38704.44,38486.13,292.88,-0.15
12/2/2021,40439.85,41014.3,41024.81,39918.38,395.42,-1.4
12/1/2021,40295.95,40150.78,40295.95,39724.26,1170,0.36
11/30/2021,43248.05,43270.94,43275.21,43200.59,224.91,-0.05
11/29/2021,43270.94,43303.76,43319.46,43248.91,213.12,-0.09
11/26/2021,43308.29,43108.77,43334.93,43069.97,305.32,0.46
11/25/2021,43108.77,43250.34,43250.34,43094.14,266.11,-0.32
11/24/2021,43245.02,43265.36,43302.59,43233.98,243.17,-0.02
11/23/2021,43255.14,43260.13,43285.89,43234.57,217.97,-0.03
11/22/2021,43266.27,43199.27,43290.2,43199.27,433.59,0.16
11/20/2021,43199.27,43285.97,43288.25,43150.47,199.52,-0.2
11/18/2021,43285.97,43355.54,43362.77,43285.03,209.64,-0.15
11/17/2021,43349.9,43444.2,43495.91,43346.72,264.79,-0.24
11/16/2021,43455.82,43230.34,43469.31,43175.64,423.82,0.52
11/15/2021,43230.34,43253.01,43298.86,43176.42,293.43,-0.05
11/11/2021,43609.06,43707.3,43709.28,43589.26,161.3,-0.22
11/10/2021,40714.22,40868.36,40877.68,40596.68,191.25,-0.38
11/8/2021,39448.46,39176.62,39451.5,39176.62,181.4,0.69
11/6/2021,39157.29,39210.1,39262.71,39130.07,289.07,-0.13
11/5/2021,39382.96,39312.86,39436.28,39280.91,295.87,0.18
11/3/2021,38707.87,38931.25,38937.07,38666.54,168.88,-0.57
11/2/2021,41014.3,40697.56,41016.74,40326.21,1270,0.78
11/1/2021,40150.78,40120.22,40150.78,40095.09,335.64,0.07
10/29/2021,42038.6,41961.14,42054.18,41950.82,334.74,0.18
10/28/2021,41961.14,41779.27,41975.68,41778.54,558.89,0.41
10/27/2021,41790.26,41814.94,41814.94,41766.41,284.6,-0.06
10/26/2021,41814.94,41814.74,41856.59,41744.38,348.33,0
10/25/2021,41814.74,41763.26,41868.43,41738.33,674.5,0.12
10/22/2021,41763.26,41704.11,41770.57,41691.69,510.18,0.14
10/21/2021,41704.11,41249.71,41744.32,41230.41,216.18,1.1
10/20/2021,41249.71,41144.67,41278.17,41083.89,499.51,0.26
10/18/2021,41144.67,41438.15,41438.93,41125.06,338.72,-0.71
10/15/2021,41438.15,41129.98,41438.15,41023.53,728.96,0.75
10/14/2021,41129.98,41051.19,41144.99,41041.35,908.05,0.19
10/13/2021,41051.19,40896.96,41072.67,40896.96,446.17,0.38
10/12/2021,41882.97,41685.22,41882.97,41684.07,444.93,0.47
10/11/2021,43707.3,43730.55,44068.7,43685.97,270.68,-0.05
10/9/2021,38921.78,39201.33,39201.33,38887.11,154.56,-0.71
10/8/2021,39176.62,38565.04,39198.5,38544.57,224.56,1.58
10/6/2021,39210.1,39170.95,39210.1,39159.5,158.36,0.1
10/5/2021,39312.74,39198.75,39409.17,39198.75,324.19,0.29
10/3/2021,38931.25,38686.85,38966.38,38677.3,368.21,0.63
10/2/2021,40696.01,41510.16,41510.16,40659.98,366.81,-1.96
9/30/2021,40221.17,39590.91,40221.17,39073.9,282.81,1.59
9/29/2021,39592.29,38858.99,39592.29,38854.32,474.37,1.89
9/28/2021,38858.99,38864.33,38864.56,38841.84,526.3,-0.01
9/27/2021,38864.33,38962.28,38965.3,38511.97,139.42,-0.25
9/24/2021,38962.28,38874.69,38962.28,38832.05,633.52,0.23
9/23/2021,38874.13,38852.69,38889.58,38848.18,125.8,0.06
9/22/2021,38852.69,38873.85,38874.92,38846.86,155.38,-0.05
9/21/2021,38873.85,38906.42,38906.82,38849.57,184.44,-0.08
9/20/2021,38906.42,38943.87,38961.46,38900.92,181.95,-0.1
9/17/2021,38943.87,38911.31,38943.87,38873.71,155.1,0.08
9/16/2021,38911.31,38968.34,38968.34,38908.1,130.18,-0.15
9/15/2021,38968.34,38920.5,38968.34,38858.01,141.37,0.12
9/14/2021,38920.5,38915.62,38936.99,38897.68,228.48,0.01
9/13/2021,38915.62,38921.78,38943.24,38911.36,201.1,-0.02
9/12/2021,41685.22,42435.16,42446.44,41527.21,473.37,-1.77
9/11/2021,43730.55,43246.87,43895.46,43245.14,280.7,1.12
9/9/2021,39201.33,39204.52,39216.34,39177.84,350.5,-0.01
9/8/2021,38567.26,38810.75,38837.34,38551.25,194.95,-0.63
9/7/2021,37994.19,38468.5,38472.14,37980.21,241.84,-1.23
9/6/2021,39170.95,38881.7,39177.51,38881.7,181.49,0.74
9/4/2021,38866.39,38799.83,38895.88,38715.16,160.65,-0.03
9/3/2021,38686.85,39396.57,39396.57,38683.85,471.84,-1.8
9/2/2021,41510.16,41564.31,41573.18,41510.16,305.91,-0.14
8/31/2021,39219.61,39326.67,39334.88,39204.49,425.66,-0.27
8/30/2021,39326.67,39485.65,39534.81,39294.21,301.01,-0.4
8/27/2021,39485.65,39477.41,39511.75,39462.4,232.85,0.02
8/26/2021,39477.18,39449.82,39482.35,39449.82,186.32,0.07
8/25/2021,39450,39460.9,39481.65,39438.3,197.4,-0.03
8/24/2021,39460.68,39434.69,39466.71,39429.68,196.81,0.07
8/23/2021,39434.69,39483.15,39494.93,39424.95,210.93,-0.12
8/20/2021,39483.08,39666.88,39678.04,39472.65,280.57,-0.47
8/19/2021,39670.29,39539.65,39670.29,39462.39,201.84,0.32
8/18/2021,39545.67,39550.36,39550.38,39538.29,132.08,-0.01
8/17/2021,39550.36,39505.4,39550.36,39257.85,110.77,0.11
8/16/2021,39508.41,39522.34,39524.53,39474.46,141.24,-0.06
8/13/2021,39533.97,39490.06,39534.46,39489.7,188.74,0.11
8/12/2021,42435.16,42018.14,42445.32,42000.96,649.76,0.99
8/11/2021,43246.87,42013.72,43246.87,41976.3,443.6,2.93
8/10/2021,40868.36,40829.15,40884.8,40808.72,331.04,0.1
8/9/2021,39204.52,39251.29,39258.21,39195.82,354.05,-0.12
8/7/2021,38467.64,38501.31,38501.31,38425.98,220.16,-0.03
8/6/2021,38881.7,38686.4,38881.7,38661.48,218.51,0.5
8/4/2021,38876.25,38774.03,38889.35,38749.95,145.32,0.26
8/3/2021,39396.57,39331.61,39412.27,39319.17,297.26,0.17
8/2/2021,41566.86,41709.09,41737.05,41536.7,340.49,-0.34
8/1/2021,40123.71,40590.85,40657.3,40004.27,333.31,-1.15
7/30/2021,38547.08,38484.82,38560.99,38484.59,387.13,0.16
7/29/2021,38484.82,38791.03,38791.03,38356.43,259.97,-0.79
7/28/2021,38791.03,38813.36,38829.61,38788.73,237.45,-0.03
7/27/2021,38802.15,38849.08,38882.79,38794.38,243.07,-0.12
7/26/2021,38849.08,38667.9,38852.1,38662.82,246.5,0.47
7/23/2021,38667.9,38585.52,38667.9,38578.85,230.25,0.21
7/22/2021,38585.52,37952.65,38597.88,37933.38,203.11,1.67
7/19/2021,37952.65,37947.18,37953.35,37912.5,462.79,0.01
7/16/2021,37947.18,37868.05,37954.67,37868.05,266.75,0.21
7/15/2021,37866.9,37872.55,37889.44,37855.92,159.99,-0.01
7/14/2021,37872.55,37857.24,37872.55,37805.95,197.23,0.04
7/13/2021,37857.24,37857.89,37881.58,37846.94,197.27,0
7/12/2021,42018.92,42008.6,42041.37,41927.22,639.43,0.02
7/10/2021,40829.15,40820.31,40842.93,40764.21,339.29,0.16
7/9/2021,39251.29,39252.89,39273.75,39241.54,355.94,0
7/7/2021,38478.26,38421.6,38497.97,38403.3,280.26,0.17
7/6/2021,38688.98,38726.1,38726.1,38669.01,210.65,-0.1
7/5/2021,39198.75,39114.73,39199.15,39109.37,238.93,0.21
7/4/2021,38774.03,38766.61,38785.59,38596.16,356.46,0.02
7/1/2021,40590.85,40465.15,40620.02,40310.36,229.88,0.34
6/30/2021,37907.28,37640.75,37907.42,37640.75,213.7,0.78
6/29/2021,37612.72,37585.25,37612.72,37555.3,215.99,-0.12
6/28/2021,37656.68,37658.26,37671.53,37634.8,157.73,0.01
6/25/2021,37653.12,37954.35,38036.47,37639.93,191.23,-0.76
6/24/2021,37941.85,37804.46,37965.04,37800.89,149.4,0.36
6/23/2021,37804.46,37847.07,37851.38,37804.46,208.36,-0.11
6/22/2021,37847.07,38545.3,38545.3,37831.2,218.27,-2.15
6/21/2021,38678.48,38648.91,38678.48,38623.99,209.21,0.1
6/18/2021,38641.33,38615.11,38648.91,38607.39,220.61,0.07
6/17/2021,38614.45,38570.72,38624.53,38570.72,157.74,0.15
6/16/2021,38557.11,38507.29,38557.23,38455.41,296.46,0.15
6/15/2021,38501.03,39156.28,39168.59,38491.86,284.62,-1.68
6/12/2021,42008.6,42164.51,42192.71,41980.53,422.18,-0.38
6/10/2021,40765.2,40716.66,40883.39,40716.66,400.64,0.12
6/9/2021,39252.98,39261.01,39290.84,39237.81,210.95,-0.02
6/8/2021,38811.11,38803.85,38894.87,38803.85,167.68,0.02
6/7/2021,38413.33,38220.01,38416.78,38220.01,274.47,0.49
6/5/2021,39114.73,39433.81,39450.68,39037.63,402.51,-0.87
6/4/2021,38766.61,38917.02,38928.89,38740.85,224.59,-0.42
6/1/2021,40452.07,40396.14,40465.15,40388.3,249.53,0.14
5/31/2021,38437.88,38256.24,38441.83,38256.24,201.86,0.47
5/28/2021,38256.99,38044.58,38257.1,37563.79,228.66,0.53
5/27/2021,38056.21,38233.68,38300.48,38056.21,214.17,-0.46
5/26/2021,38233.68,38256.76,38271.94,38226.89,203.09,-0.06
5/25/2021,38256.76,38287.58,38288.39,38246.33,250.2,-0.22
5/24/2021,38341.66,38324.07,38382.35,38324.07,141.09,0.05
5/21/2021,38324.07,38328.13,38331.63,38282.64,174.27,-0.01
5/20/2021,38328.13,38445.09,38453.56,38284.56,156.99,-0.31
5/19/2021,38446.09,39022.52,39105.55,38416.5,153.64,-1.48
5/18/2021,39023.28,39306.47,39308.06,38850.57,204.65,-0.72
5/17/2021,39307.19,39483.51,39483.51,39303.31,357.45,-0.47
5/14/2021,39494.7,39382.96,39494.7,39377.01,219.55,0.28
5/11/2021,42014.5,41943.83,42014.5,41943.83,277.04,0.17
5/10/2021,40716.66,40243.05,40722.95,40241.49,432.99,1.18
5/8/2021,38801.51,38927.83,38950.74,38797.27,139.78,-0.32
5/7/2021,38224.74,38212.01,38243,38189.99,270.28,0.01
5/5/2021,39456.64,39801.78,39805.18,39456.64,349.56,-0.87
5/3/2021,39331.61,39364.67,39373.19,39227.15,587.74,-0.08
5/2/2021,41709.09,41785.8,41785.8,41522.14,482.32,-0.18
5/1/2021,40396.14,41148.02,41149.86,40142.94,465.68,-1.83
4/30/2021,39840.28,39450.91,39840.28,39356.83,328.34,0.96
4/29/2021,39460.65,38781.48,39468.34,38738.06,270.68,0.39
4/28/2021,39306.65,39305.48,39338.82,39268.19,259.51,0
4/27/2021,39308.23,39318.52,39327.41,39272.01,252.57,-0.03
4/26/2021,39319.75,39301.82,39332.42,39256.36,329.74,0.05
4/23/2021,39301.82,39131.8,39303.64,39125.9,286.97,0.43
4/22/2021,39131.8,39128.34,39151.08,39099.93,228.11,0.01
4/21/2021,39128.34,39015.58,39138.66,38975.68,239.25,0.29
4/20/2021,39015.58,38848.02,39026.75,38841.84,339.01,0.41
4/19/2021,38854.73,38816.45,38857.73,38806.28,508.63,0.12
4/16/2021,38808.01,38571.98,38808.01,38540.66,262.46,0.61
4/15/2021,38571.89,38646.59,38647.14,38570.87,319.43,-0.17
4/14/2021,38636.15,38601.83,38636.15,38578.27,278.04,0.09
4/13/2021,38601.83,38715.37,38751.16,38586.28,208.72,-0.29
4/11/2021,41943.83,41975.45,41985.99,41930.73,160.88,-0.08
4/10/2021,40243.05,40221.17,40266.46,40221.17,202.35,0.05
4/8/2021,38927.83,38917.99,38931.12,38894.15,206.26,0.03
4/6/2021,38726.1,38548.24,38726.1,38529.7,199.06,0.45
4/5/2021,39801.78,39834.42,39875.66,39783.59,426.51,-0.1
4/3/2021,39364.67,39525.06,39566.7,39327.13,493.07,-0.4
4/2/2021,41785.8,42000.01,42033.76,41758.03,629.53,-0.51
4/1/2021,41147.39,40287.71,41154.33,40284,211.88,2.18
3/31/2021,39045.13,39267.11,39271.46,39014.82,347.17,-0.57
3/30/2021,39267.11,39498.99,39572.26,39247.36,336.13,-0.57
3/29/2021,39493.37,39216.2,39523.05,39205.53,522.14,0.71
3/26/2021,39216.7,39291.89,39292.69,39156.01,250.91,-0.19
3/25/2021,39293.14,39085.78,39293.14,39085.78,228.69,0.53
3/24/2021,39085.78,38707.78,39110.55,38695.24,361.84,0.98
3/23/2021,38704.97,38722.87,38952.06,38696.85,410.38,-0.05
3/22/2021,38722.87,38392.58,38722.87,38379.19,277.24,0.89
3/19/2021,38382.39,38923.84,39053.85,38309.63,290.62,-1.37
3/18/2021,38914.84,38706.13,38930.82,38706.13,1470,0.54
3/17/2021,38706.13,38720.81,38720.81,38643.06,177.4,-0.04
3/16/2021,38720.81,38541.25,38846.27,38531.86,220.86,0.41
3/15/2021,38561.84,38646.39,38653.42,38528.55,161.08,-0.22
3/12/2021,42167.91,42248.76,42263.97,42137.26,180.7,-0.19
3/11/2021,41975.45,42013.39,42042.45,41964.97,292.94,-0.09
3/9/2021,39261.01,39252.19,39261.01,39220.04,180.29,0.02
3/8/2021,38917.99,38604.72,38927.75,38604.72,231.42,0.81
3/6/2021,38551.06,38482.52,38551.06,38438.16,249.69,0.18
3/3/2021,39522.06,39697.62,39722.41,39459.18,244.34,-0.44
3/2/2021,42000.01,42043.79,42043.79,41953.9,504.94,-0.1
2/26/2021,39799.89,40095.49,40095.49,39792.23,507.12,-0.74
2/25/2021,40095.49,40221.3,40221.41,40088.05,326.04,-0.31
2/24/2021,40221.3,40149.18,40304.02,40149.18,469.56,0.14
2/23/2021,40164.86,40154.09,40229.25,40132.11,337.95,0.03
2/22/2021,40154.09,40186.7,40235.62,40146.46,289.34,-0.08
2/19/2021,40186.7,40212.19,40235.53,40128.24,307.79,-0.06
2/18/2021,40212.19,40465.32,40473.43,40196.5,426.27,-0.63
2/17/2021,40465.32,40494.35,40581.13,40237.64,244.2,-0.07
2/16/2021,40494.35,40571.67,40641.6,40494.35,356.43,-0.19
2/15/2021,40573.31,40439.85,40573.31,40361.3,206.24,0.33
2/12/2021,42247.98,42463.16,42465.57,42241.65,324.01,-0.51
2/11/2021,42013.39,41977.1,42151.04,41969.42,318.91,0.09
2/9/2021,39252.19,39184.18,39252.19,39158.88,262.14,0.17
2/8/2021,38604.72,38547.08,38658.71,38532.78,244.28,0.15
2/7/2021,38219.88,37898.56,38219.88,37890.5,194.57,0.85
2/6/2021,38482.52,38414.37,38488.3,38370.69,156.91,0.18
2/3/2021,39697.62,39931.63,39939.18,39668.22,222.57,-0.59
2/2/2021,42043.79,42357.9,42374.14,42023.46,563.22,-0.74
1/29/2021,42412.66,42170.25,42444.22,42126.97,669.87,0.58
1/28/2021,42169.41,41928.57,42192.82,41924.82,555.52,0.57
1/27/2021,41930.73,41584.94,41936.48,41584.94,543.74,0.83
1/26/2021,41584.94,41088.96,41589.56,41087.4,468.03,1.21
1/25/2021,41088.96,41001.99,41092.23,40973.85,332.68,0.21
1/22/2021,41001.99,41100.62,41100.62,40997.06,591.46,-0.24
1/21/2021,41099.15,41147.72,41157.7,40997.39,1120,-0.12
1/20/2021,41147.72,41051.63,41147.72,41050.2,649.65,0.23
1/19/2021,41051.63,41080.94,41109.33,41034.75,912.86,-0.07
1/18/2021,41082.38,41176.14,41234.99,40830.65,1010,-0.23
1/15/2021,41176.14,40963.14,41202.65,40963.14,666.73,0.52
1/14/2021,40963.14,40345.72,40963.14,40345.72,809.36,1.54
1/13/2021,40341.05,40295.95,40553.56,40295.95,468.33,0.11
1/12/2021,42463.16,43248.05,43248.3,42463.16,335.47,-1.81
1/11/2021,41976.79,42038.6,42047.5,41976.79,377.93,-0.15
1/9/2021,39184.22,39220.18,39233.36,39170.92,169.3,-0.09
1/7/2021,37898.59,37907.43,37911.82,37892.2,205.45,-0.02
1/6/2021,38414.37,38437.88,38457.39,38395.37,274.85,-0.06
1/4/2021,38930.68,39053.44,39053.44,38881.17,239.42,-0.29
1/3/2021,39931.63,39799.89,39984.05,39799.89,543.99,0.33
1/2/2021,42357.9,42412.66,42472.56,42338.85,586.93,-0.13
12/31/2020,40270.72,39515.31,40279.29,39507.24,710.56,1.92
12/30/2020,39512.31,39110.17,39601.97,39107.5,372.93,1.03
12/29/2020,39110.17,38800.01,39134.37,38775.26,722.57,0.8
12/24/2020,38800.01,38803.74,38873.1,38798.18,389.66,-0.01
12/23/2020,38803.74,37893.61,38809.25,37893.19,467.13,2.4
12/22/2020,37893.61,37443.4,37952.36,37443.4,442.22,1.2
12/21/2020,37443.4,36798.74,37494.76,36798.74,427.06,1.74
12/18/2020,36804.75,36239.62,36808.29,36239.62,426.33,1.56
12/17/2020,36239.62,35493.15,36239.62,35493.15,343.64,2.1
12/16/2020,35493.15,35225.22,35554.11,35225.22,648.99,0.76
12/15/2020,35225.22,34843.44,35227.32,34834.78,264.23,1.1
12/14/2020,34843.44,34250.74,34877.29,34206.48,208.07,1.73
12/11/2020,35342.46,33291.27,35342.46,33291.27,1190,6.23
12/10/2020,28337.49,28415.31,28440.82,28170.72,369.06,-0.27
12/8/2020,25141.48,24883.7,25147.52,24852.43,204.42,1.04
12/5/2020,23695.9,23950.83,23982.29,23542.33,155.65,-1.06
